gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,61,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',106,6547.7,Yes
Male,0,No,No,41,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.7,4346.4,Yes
Female,0,No,No,44,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',49.05,2265,No
Male,0,No,No,39,No,'No phone service',DSL,No,No,Yes,Yes,No,No,'One year',No,'Mailed check',35.55,1309.15,No
Male,0,Yes,Yes,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',65.1,4754.3,No
Female,1,No,No,13,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.85,1235.55,No
Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',69.75,3562.5,No
Female,1,Yes,No,71,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',99.2,7213.75,No
Male,1,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.7,2082.95,Yes
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',55.05,102.75,Yes
Female,0,No,No,56,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',106.8,5914.4,No
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',51.25,51.25,No
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Mailed check',57.75,1282.85,No
Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,'One year',Yes,'Bank transfer (automatic)',70.85,4738.85,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.55,19.55,No
Male,1,No,No,19,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.2,1775.8,Yes
Male,0,No,No,11,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',79.5,795.65,No
Female,0,Yes,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',19.75,145,Yes
Female,0,Yes,Yes,52,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',98.15,4993.4,No
Male,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',20.25,61.45,No
Female,0,Yes,Yes,51,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',79.15,4018.55,No
Male,1,No,No,15,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',75.65,1146.65,Yes
Male,1,Yes,No,64,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',94.25,6081.4,No
Female,0,No,No,37,No,'No phone service',DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',40.2,1478.85,No
Male,0,No,No,13,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.95,243.65,No
Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,'One year',Yes,'Electronic check',55.35,2633.95,No
Female,1,No,No,45,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',102.15,4735.35,No
Female,0,No,No,18,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.1,1247.75,No
Male,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.7,74.7,Yes
Male,0,Yes,No,68,No,'No phone service',DSL,Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',54.1,3794.5,No
Male,0,No,No,54,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.65,1008.7,No
Female,1,Yes,Yes,23,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',88.45,2130.55,No
Male,0,No,No,17,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',76.65,1313.55,Yes
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',80.4,5727.15,No
Female,0,Yes,Yes,67,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',19.25,1372.9,No
Female,0,Yes,Yes,14,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',84.8,1203.9,No
Female,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',25.8,25.8,Yes
Female,0,No,Yes,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.5,1215.1,No
Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,'One year',Yes,'Electronic check',68.6,2877.05,No
Female,0,Yes,No,17,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',92.6,1579.7,No
Male,0,Yes,No,56,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,'One year',Yes,'Electronic check',100.55,5514.95,No
Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.55,96.1,No
Female,0,No,No,2,No,'No phone service',DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',42.6,72.4,Yes
Female,0,Yes,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.6,55.25,No
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Electronic check',67.45,2443.3,No
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',68.85,1970.5,Yes
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',43.55,335.4,No
Female,0,No,No,63,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',109.85,7002.95,No
Female,0,Yes,Yes,7,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.65,158.95,No
Female,0,No,No,3,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Electronic check',95.4,293.15,No
Male,0,Yes,Yes,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',21,1493.75,No
Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',56.2,1093.4,No
Female,0,Yes,No,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',18.4,1057.85,No
Male,0,Yes,Yes,2,Yes,No,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,No,'Credit card (automatic)',90,190.05,Yes
Female,0,Yes,Yes,35,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',25.75,882.55,No
Male,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.6,300.4,No
Female,0,No,No,14,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Electronic check',75.35,1025.95,Yes
Female,0,Yes,Yes,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.8,1436.95,No
Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,'Electronic check',64.2,475,No
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',75.75,5388.15,No
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Electronic check',78.95,5730.15,No
Male,0,No,No,8,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Electronic check',100.85,819.55,Yes
Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',50.3,217.1,No
Male,0,Yes,Yes,63,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',80.3,4896.35,No
Male,0,No,No,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.85,1434.1,No
Female,0,No,No,46,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Electronic check',21.1,937.1,No
Female,0,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.95,330.15,Yes
Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',50,1474.9,No
Male,0,No,No,63,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',104.75,6536.5,No
Female,0,No,No,60,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.85,1128.1,No
Female,0,Yes,No,63,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',107.5,6873.75,Yes
Male,0,Yes,Yes,25,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Electronic check',85.9,2199.05,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.85,45.85,Yes
Male,1,Yes,No,6,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',80.8,457.1,No
Male,0,No,No,22,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',25.25,566.5,No
Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',80.55,2471.6,No
Female,0,Yes,Yes,39,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',81.5,3107.3,No
Male,0,No,No,26,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.9,518.3,No
Female,0,Yes,No,53,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',106.1,5769.75,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,No,Month-to-month,No,'Electronic check',91.7,91.7,Yes
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',67.25,832.3,No
Female,0,No,No,16,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',95.6,1555.65,Yes
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.35,45.3,No
Male,0,No,Yes,39,No,'No phone service',DSL,Yes,No,No,Yes,Yes,No,'One year',No,'Bank transfer (automatic)',45.05,1790.6,No
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.95,74.95,Yes
Female,0,Yes,Yes,7,No,'No phone service',DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Mailed check',34.65,246.6,No
Male,1,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.35,261.65,No
Male,1,No,No,10,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.35,898.35,Yes
Female,0,No,No,55,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',81.55,4509.5,No
Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',75.4,5480.25,No
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',67.8,653.15,No
Male,1,No,No,11,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',111.4,1183.05,No
Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',46.3,639.45,No
Female,0,Yes,Yes,23,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.4,478.75,No
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.05,20.05,No
Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45,127.1,Yes
Male,0,Yes,Yes,47,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,Yes,'One year',Yes,'Electronic check',96.1,4391.45,No
Female,0,No,Yes,15,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.65,270.6,No
Male,0,No,No,66,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',99.5,6710.5,Yes
Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',60.65,3975.9,No
Female,0,Yes,Yes,17,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',98.6,1704.95,Yes
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,'Mailed check',59.5,415.95,Yes
Male,1,Yes,No,12,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',80.45,950.2,Yes
Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,'One year',No,'Bank transfer (automatic)',71.7,1497.05,No
Male,0,No,No,21,No,'No phone service',DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Mailed check',36,780.15,No
Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,'One year',No,'Bank transfer (automatic)',65.2,3512.15,No
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',48.95,273.25,No
Female,1,No,No,65,No,'No phone service',DSL,No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',53.5,3517.9,No
Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',80.45,3375.9,No
Female,0,Yes,Yes,68,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',109.05,7508.55,No
Male,0,Yes,Yes,48,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',26.3,1245.05,No
Female,1,No,No,50,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Electronic check',106.8,5347.95,No
Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',64.95,493.65,No
Female,0,Yes,Yes,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',19.35,1263.85,No
Male,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',21.1,385.55,No
Female,0,Yes,Yes,42,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',77.95,3384,Yes
Male,0,Yes,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',18.85,84.2,No
Female,0,No,Yes,62,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',26,1638.7,No
Male,1,No,No,2,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.7,165.4,Yes
Female,0,Yes,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.35,120.25,No
Male,0,Yes,No,48,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'Two year',Yes,'Bank transfer (automatic)',96.9,4473.45,No
Male,0,Yes,No,27,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.55,520.55,No
Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',80.4,5717.85,No
Male,1,No,No,1,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',88.8,88.8,Yes
Male,0,Yes,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',94.65,4312.5,No
Male,0,No,No,30,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.25,2755.35,Yes
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',64.65,994.55,Yes
Male,0,Yes,Yes,69,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',No,'Credit card (automatic)',95.75,6511.25,No
Male,0,No,No,65,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',19.55,1218.65,No
Male,1,Yes,Yes,72,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',104.1,7447.7,No
Male,1,Yes,No,13,Yes,No,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',89.05,1169.35,Yes
Male,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.1,279.5,No
Male,0,Yes,No,51,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',111.55,5720.35,No
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'Two year',No,'Credit card (automatic)',60.5,3121.45,No
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',90.95,6468.6,No
Male,0,Yes,Yes,67,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,'One year',No,'Electronic check',87.4,5918.8,Yes
Male,0,No,No,34,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.7,675.6,No
Male,0,Yes,No,67,No,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',50.95,3521.7,No
Female,0,Yes,No,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.05,923.1,No
Male,0,Yes,Yes,53,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.4,1110.35,No
Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',59.45,1611.65,No
Female,1,No,No,23,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.75,2293.6,Yes
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',81.5,5553.25,No
Female,0,Yes,Yes,2,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',29.05,44.75,No
Female,0,No,No,35,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.45,3029.1,Yes
